2	100000	8	400000
9	450000	11	550000
12	600000	17	850000
18	900000	22	1100000
23	1150000	32	1600000
33	1650000	35	1750000
36	1800000	36	1800000
37	1850000	41	2050000
42	2100000	52	2600000
53	2650000	63	3150000
64	3200000	73	3650000
74	3700000	77	3850000
78	3900000	82	4100000
83	4150000	86	4300000
87	4350000	96	4800000
97	4850000	102	5100000
103	5150000	103	5150000
104	5200000	119	5950000
120	6000000	126	6300000
127	6350000	131	6550000
132	6600000	138	6900000
139	6950000	144	7200000
145	7250000	153	7650000
154	7700000	161	8050000
162	8100000	170	8500000
171	8550000	182	9100000
183	9150000	187	9350000
188	9400000	195	9750000
196	9800000	204	10200000
205	10250000	213	10650000
214	10700000	215	10750000
216	10800000	224	11200000
225	11250000	230	11500000
231	11550000	238	11900000
239	11950000	241	12050000
242	12100000	247	12350000
248	12400000	255	12750000
256	12800000	256	12800000
257	12850000	265	13250000
266	13300000	275	13750000
276	13800000	284	14200000
285	14250000	290	14500000
291	14550000	299	14950000
300	15000000	301	15050000
302	15100000	311	15550000
312	15600000	318	15900000
319	15950000	327	16350000
328	16400000	338	16900000
339	16950000	356	17800000
357	17850000	365	18250000
366	18300000	384	19200000
385	19250000	394	19700000
395	19750000	405	20250000
406	20300000	433	21650000
434	21700000	441	22050000
442	22100000	450	22500000
451	22550000	454	22700000
455	22750000	463	23150000
464	23200000	485	24250000
486	24300000	496	24800000
497	24850000	501	25050000
502	25100000	504	25200000
505	25250000	508	25400000
509	25450000	509	25450000
510	25500000	521	26050000
522	26100000	533	26650000
534	26700000	539	26950000
540	27000000	547	27350000
548	27400000	554	27700000
555	27750000	559	27950000
560	28000000	564	28200000
565	28250000	571	28550000
572	28600000	580	29000000
581	29050000	588	29400000
589	29450000	590	29500000
591	29550000	619	30950000
620	31000000	627	31350000
628	31400000	633	31650000
634	31700000	640	32000000
641	32050000	647	32350000
648	32400000	655	32750000
656	32800000	680	34000000
681	34050000	694	34700000
749	37450000	751	37550000
752	37600000	761	38050000
762	38100000	766	38300000
767	38350000	774	38700000
775	38750000	778	38900000
779	38950000	786	39300000
787	39350000	795	39750000
796	39800000	802	40100000
803	40150000	807	40350000
808	40400000	808	40400000
809	40450000	819	40950000
820	41000000	825	41250000
826	41300000	841	42050000
842	42100000	848	42400000
849	42450000	850	42500000
851	42550000	867	43350000
868	43400000	875	43750000
876	43800000	879	43950000
880	44000000	900	45000000
901	45050000	902	45100000
903	45150000	909	45450000
910	45500000	920	46000000
921	46050000	925	46250000
926	46300000	929	46450000
930	46500000	934	46700000
935	46750000	941	47050000
942	47100000	953	47650000
954	47700000	958	47900000
959	47950000	964	48200000
965	48250000	973	48650000
974	48700000	988	49400000
989	49450000	992	49600000
993	49650000	995	49750000
996	49800000	1001	50050000
1002	50100000	1008	50400000
1009	50450000	1011	50550000
1012	50600000	1015	50750000
1016	50800000	1021	51050000
1022	51100000	1028	51400000
1029	51450000	1029	51450000
1030	51500000	1042	52100000
1043	52150000	1047	52350000
1048	52400000	1060	53000000
1061	53050000	1061	53050000
1062	53100000	1070	53500000
1071	53550000	1075	53750000
1076	53800000	1079	53950000
1080	54000000	1084	54200000
1085	54250000	1088	54400000
1089	54450000	1094	54700000
1095	54750000	1103	55150000
1104	55200000	1104	55200000
1105	55250000	1113	55650000
1114	55700000	1114	55700000
1115	55750000	1122	56100000
1123	56150000	1130	56500000
1131	56550000	1135	56750000
1136	56800000	1141	57050000
1142	57100000	1145	57250000
1146	57300000	1150	57500000
1151	57550000	1155	57750000
1156	57800000	1159	57950000
1160	58000000	1165	58250000
1166	58300000	1183	59150000
1184	59200000	1192	59600000
1193	59650000	1197	59850000
1198	59900000	1245	62250000
1246	62300000	1253	62650000
1254	62700000	1261	63050000
1262	63100000	1276	63800000
1277	63850000	1286	64300000
1287	64350000	1290	64500000
1291	64550000	1295	64750000
1296	64800000	1305	65250000
1306	65300000	1311	65550000
1312	65600000	1322	66100000
1323	66150000	1329	66450000
1330	66500000	1347	67350000
1348	67400000	1359	67950000
1360	68000000	1366	68300000
1367	68350000	1374	68700000
1375	68750000	1377	68850000
1378	68900000	1383	69150000
1384	69200000	1387	69350000
1388	69400000	1393	69650000
1394	69700000	1397	69850000
1398	69900000	1413	70650000
1414	70700000	1432	71600000
1433	71650000	1436	71800000
1437	71850000	1439	71950000
1440	72000000	1480	74000000
1481	74050000	1494	74700000
1495	74750000	1503	75150000
1504	75200000	1510	75500000
1511	75550000	1521	76050000
1522	76100000	1531	76550000
1532	76600000	1540	77000000
1541	77050000	1553	77650000
1554	77700000	1559	77950000
1560	78000000	1563	78150000
1564	78200000	1573	78650000
1574	78700000	1588	79400000
1589	79450000	1592	79600000
1593	79650000	1608	80400000
1609	80450000	1620	81000000
1621	81050000	1635	81750000
1636	81800000	1646	82300000
1647	82350000	1647	82350000
1648	82400000	1654	82700000
1655	82750000	1691	84550000
1692	84600000	1697	84850000
1698	84900000	1702	85100000
1703	85150000	1709	85450000
1710	85500000	1719	85950000
1720	86000000	1738	86900000
1739	86950000	1758	87900000
1759	87950000	1761	88050000
1762	88100000	1770	88500000
1771	88550000	1780	89000000
1781	89050000	1789	89450000
1790	89500000	1792	89600000
1793	89650000	1802	90100000
1803	90150000	1818	90900000
1819	90950000	1827	91350000
1828	91400000	1842	92100000
1843	92150000	1852	92600000
1853	92650000	1855	92750000
1856	92800000	1859	92950000
1860	93000000	1868	93400000
1869	93450000	1870	93500000
1871	93550000	1882	94100000
1883	94150000	1891	94550000
1892	94600000	1900	95000000
1901	95050000	1902	95100000
1903	95150000	1911	95550000
1912	95600000	1920	96000000
1921	96050000	1925	96250000
1926	96300000	1931	96550000
1932	96600000	1940	97000000
1941	97050000	1949	97450000
1950	97500000	1960	98000000
1961	98050000	1969	98450000
1970	98500000	1974	98700000
1975	98750000	1980	99000000
1981	99050000	1994	99700000
1995	99750000	2000	100000000
2001	100050000	2007	100350000
2008	100400000	2016	100800000
2017	100850000	2025	101250000
2026	101300000	2027	101350000
2028	101400000	2036	101800000
2037	101850000	2042	102100000
2043	102150000	2056	102800000
