0	0	17	850000
18	900000	51	2550000
51	2550000	65	3250000
65	3250000	74	3700000
74	3700000	102	5100000
102	5100000	138	6900000
138	6900000	169	8450000
172	8600000	180	9000000
180	9000000	196	9800000
199	9950000	211	10550000
211	10550000	232	11600000
233	11650000	246	12300000
246	12300000	254	12700000
254	12700000	263	13150000
263	13150000	275	13750000
276	13800000	289	14450000
289	14450000	308	15400000
420	21000000	438	21900000
440	22000000	455	22750000
455	22750000	470	23500000
471	23550000	483	24150000
486	24300000	518	25900000
518	25900000	534	26700000
536	26800000	552	27600000
553	27650000	596	29800000
597	29850000	606	30300000
607	30350000	619	30950000
619	30950000	629	31450000
630	31500000	643	32150000
643	32150000	652	32600000
653	32650000	661	33050000
664	33200000	676	33800000
676	33800000	697	34850000
699	34950000	720	36000000
720	36000000	737	36850000
738	36900000	751	37550000
752	37600000	791	39550000
793	39650000	805	40250000
809	40450000	839	41950000
839	41950000	872	43600000
872	43600000	911	45550000
912	45600000	922	46100000
922	46100000	934	46700000
934	46700000	940	47000000
940	47000000	955	47750000
956	47800000	969	48450000
969	48450000	990	49500000
990	49500000	998	49900000
998	49900000	1010	50500000
1016	50800000	1032	51600000
1032	51600000	1069	53450000
1070	53500000	1083	54150000
1083	54150000	1088	54400000
1088	54400000	1100	55000000
1104	55200000	1132	56600000
1132	56600000	1152	57600000
1152	57600000	1175	58750000
1175	58750000	1188	59400000
1189	59450000	1231	61550000
1231	61550000	1243	62150000
1243	62150000	1260	63000000
1260	63000000	1269	63450000
1269	63450000	1280	64000000
1280	64000000	1339	66950000
1344	67200000	1376	68800000
1376	68800000	1410	70500000
1410	70500000	1452	72600000
1453	72650000	1480	74000000
1483	74150000	1492	74600000
1492	74600000	1527	76350000
1527	76350000	1535	76750000
1536	76800000	1545	77250000
1545	77250000	1554	77700000
1554	77700000	1581	79050000
1581	79050000	1587	79350000
1587	79350000	1603	80150000
