0	0	18	900000
18	900000	24	1200000
24	1200000	57	2850000
57	2850000	64	3200000
64	3200000	92	4600000
92	4600000	103	5150000
103	5150000	110	5500000
110	5500000	115	5750000
116	5800000	139	6950000
139	6950000	151	7550000
151	7550000	167	8350000
167	8350000	209	10450000
212	10600000	218	10900000
218	10900000	227	11350000
227	11350000	250	12500000
250	12500000	266	13300000
266	13300000	294	14700000
294	14700000	301	15050000
304	15200000	332	16600000
338	16900000	353	17650000
354	17700000	367	18350000
367	18350000	374	18700000
374	18700000	394	19700000
394	19700000	414	20700000
414	20700000	442	22100000
442	22100000	450	22500000
450	22500000	456	22800000
456	22800000	464	23200000
465	23250000	471	23550000
471	23550000	475	23750000
475	23750000	485	24250000
485	24250000	494	24700000
496	24800000	504	25200000
504	25200000	517	25850000
517	25850000	533	26650000
534	26700000	543	27150000
544	27200000	562	28100000
562	28100000	578	28900000
578	28900000	592	29600000
598	29900000	613	30650000
616	30800000	649	32450000
650	32500000	663	33150000
663	33150000	680	34000000
683	34150000	701	35050000
701	35050000	712	35600000
712	35600000	719	35950000
719	35950000	727	36350000
728	36400000	744	37200000
744	37200000	758	37900000
758	37900000	768	38400000
768	38400000	791	39550000
791	39550000	796	39800000
797	39850000	803	40150000
803	40150000	839	41950000
839	41950000	858	42900000
858	42900000	869	43450000
871	43550000	878	43900000
879	43950000	891	44550000
891	44550000	903	45150000
903	45150000	918	45900000
918	45900000	927	46350000
928	46400000	944	47200000
945	47250000	958	47900000
958	47900000	964	48200000
966	48300000	999	49950000
1001	50050000	1009	50450000
1009	50450000	1028	51400000
1028	51400000	1094	54700000
1094	54700000	1105	55250000
1105	55250000	1123	56150000
1123	56150000	1136	56800000
1141	57050000	1162	58100000
1218	60900000	1222	61100000
1245	62250000	1249	62450000
1261	63050000	1302	65100000
1303	65150000	1310	65500000
1312	65600000	1330	66500000
1330	66500000	1347	67350000
1347	67350000	1383	69150000
1388	69400000	1416	70800000
1416	70800000	1456	72800000
1464	73200000	1488	74400000
1488	74400000	1503	75150000
1508	75400000	1527	76350000
1527	76350000	1559	77950000
1561	78050000	1585	79250000
1585	79250000	1601	80050000
1601	80050000	1629	81450000
1629	81450000	1640	82000000
1641	82050000	1655	82750000
1656	82800000	1678	83900000
1679	83950000	1700	85000000
1700	85000000	1717	85850000
1717	85850000	1738	86900000
1738	86900000	1745	87250000
1745	87250000	1764	88200000
1764	88200000	1802	90100000
1803	90150000	1821	91050000
1822	91100000	1837	91850000
1837	91850000	1850	92500000
1851	92550000	1865	93250000
1865	93250000	1888	94400000
1888	94400000	1918	95900000
1918	95900000	1941	97050000
1942	97100000	1959	97950000
1960	98000000	1965	98250000
1965	98250000	1978	98900000
1978	98900000	1987	99350000
1989	99450000	1998	99900000
2002	100100000	2018	100900000
2018	100900000	2026	101300000
2026	101300000	2050	102500000
2050	102500000	2062	103100000
2069	103450000	2084	104200000
2084	104200000	2097	104850000
2098	104900000	2112	105600000
2112	105600000	2122	106100000
2122	106100000	2135	106750000
2135	106750000	2143	107150000
2143	107150000	2158	107900000
2163	108150000	2172	108600000
2172	108600000	2235	111750000
2235	111750000	2250	112500000
2250	112500000	2275	113750000
2280	114000000	2318	115900000
2322	116100000	2337	116850000
2337	116850000	2344	117200000
2344	117200000	2364	118200000
2364	118200000	2385	119250000
2385	119250000	2405	120250000
2405	120250000	2415	120750000
2415	120750000	2441	122050000
2441	122050000	2451	122550000
2451	122550000	2469	123450000
2469	123450000	2478	123900000
2479	123950000	2499	124950000
2500	125000000	2514	125700000
2517	125850000	2546	127300000
2553	127650000	2567	128350000
2567	128350000	2584	129200000
2586	129300000	2601	130050000
2601	130050000	2617	130850000
2617	130850000	2631	131550000
2631	131550000	2653	132650000
2653	132650000	2688	134400000
2688	134400000	2705	135250000
2705	135250000	2714	135700000
2714	135700000	2721	136050000
2722	136100000	2752	137600000
2752	137600000	2761	138050000
2761	138050000	2787	139350000
2787	139350000	2801	140050000
2802	140100000	2809	140450000
2810	140500000	2821	141050000
2821	141050000	2836	141800000
2836	141800000	2847	142350000
2849	142450000	2871	143550000
2874	143700000	2884	144200000
2888	144400000	2965	148250000
2965	148250000	2981	149050000
2983	149150000	2996	149800000
2996	149800000	3020	151000000
3026	151300000	3036	151800000
3042	152100000	3057	152850000
3057	152850000	3096	154800000
3096	154800000	3107	155350000
3111	155550000	3116	155800000
3116	155800000	3138	156900000
3138	156900000	3148	157400000
3148	157400000	3171	158550000
3172	158600000	3180	159000000
