4	200000	5	250000
33	1650000	34	1700000
96	4800000	97	4850000
109	5450000	110	5500000
136	6800000	137	6850000
157	7850000	158	7900000
184	9200000	185	9250000
203	10150000	204	10200000
279	13950000	280	14000000
293	14650000	294	14700000
301	15050000	302	15100000
343	17150000	344	17200000
367	18350000	368	18400000
429	21450000	430	21500000
627	31350000	628	31400000
642	32100000	643	32150000
653	32650000	654	32700000
668	33400000	669	33450000
683	34150000	684	34200000
699	34950000	700	35000000
720	36000000	721	36050000
747	37350000	748	37400000
766	38300000	767	38350000
777	38850000	778	38900000
817	40850000	818	40900000
857	42850000	858	42900000
873	43650000	874	43700000
1017	50850000	1018	50900000
1103	55150000	1104	55200000
1117	55850000	1118	55900000
1124	56200000	1125	56250000
1137	56850000	1138	56900000
1145	57250000	1146	57300000
1169	58450000	1170	58500000
1196	59800000	1197	59850000
1213	60650000	1214	60700000
1243	62150000	1244	62200000
1281	64050000	1282	64100000
1311	65550000	1312	65600000
1324	66200000	1325	66250000
1344	67200000	1345	67250000
1380	69000000	1381	69050000
1457	72850000	1458	72900000
1470	73500000	1471	73550000
1477	73850000	1478	73900000
1493	74650000	1494	74700000
1514	75700000	1515	75750000
1525	76250000	1526	76300000
1536	76800000	1537	76850000
1550	77500000	1551	77550000
1590	79500000	1591	79550000
1607	80350000	1608	80400000
1627	81350000	1628	81400000
1645	82250000	1646	82300000
1672	83600000	1673	83650000
1739	86950000	1740	87000000
1748	87400000	1749	87450000
1773	88650000	1774	88700000
1816	90800000	1817	90850000
1829	91450000	1830	91500000
1883	94150000	1884	94200000
1898	94900000	1899	94950000
1910	95500000	1911	95550000
1933	96650000	1934	96700000
1944	97200000	1945	97250000
1975	98750000	1976	98800000
1982	99100000	1983	99150000
2007	100350000	2008	100400000
2052	102600000	2053	102650000
2063	103150000	2064	103200000
2071	103550000	2072	103600000
2153	107650000	2154	107700000
2190	109500000	2191	109550000
2221	111050000	2222	111100000
2230	111500000	2231	111550000
2243	112150000	2244	112200000
2260	113000000	2261	113050000
2272	113600000	2273	113650000
2322	116100000	2323	116150000
2330	116500000	2331	116550000
2378	118900000	2379	118950000
2389	119450000	2390	119500000
2442	122100000	2443	122150000
2466	123300000	2467	123350000
2473	123650000	2474	123700000
2525	126250000	2526	126300000
2532	126600000	2533	126650000
2550	127500000	2551	127550000
2564	128200000	2565	128250000
2622	131100000	2623	131150000
2629	131450000	2630	131500000
2661	133050000	2662	133100000
2679	133950000	2680	134000000
2699	134950000	2700	135000000
2751	137550000	2752	137600000
2771	138550000	2772	138600000
2786	139300000	2787	139350000
2814	140700000	2815	140750000
2832	141600000	2833	141650000
2843	142150000	2844	142200000
2858	142900000	2859	142950000
2883	144150000	2884	144200000
2930	146500000	2931	146550000
2973	148650000	2974	148700000
2985	149250000	2986	149300000
3008	150400000	3009	150450000
3026	151300000	3027	151350000
3036	151800000	3037	151850000
3051	152550000	3052	152600000
3099	154950000	3100	155000000
3161	158050000	3162	158100000
3173	158650000	3174	158700000
3182	159100000	3183	159150000
3199	159950000	3200	160000000
3208	160400000	3209	160450000
3231	161550000	3232	161600000
3269	163450000	3270	163500000
3391	169550000	3392	169600000
3400	170000000	3401	170050000
3427	171350000	3428	171400000
3437	171850000	3438	171900000
3447	172350000	3448	172400000
3471	173550000	3472	173600000
3480	174000000	3481	174050000
3487	174350000	3488	174400000
3521	176050000	3522	176100000
3551	177550000	3552	177600000
3564	178200000	3565	178250000
3590	179500000	3591	179550000
3613	180650000	3614	180700000
