209	10450000	210	10500000
286	14300000	287	14350000
319	15950000	320	16000000
346	17300000	347	17350000
359	17950000	360	18000000
524	26200000	525	26250000
535	26750000	536	26800000
577	28850000	578	28900000
588	29400000	589	29450000
598	29900000	599	29950000
622	31100000	623	31150000
633	31650000	634	31700000
646	32300000	647	32350000
663	33150000	664	33200000
672	33600000	673	33650000
694	34700000	695	34750000
721	36050000	722	36100000
739	36950000	740	37000000
753	37650000	754	37700000
762	38100000	763	38150000
768	38400000	769	38450000
782	39100000	783	39150000
789	39450000	790	39500000
823	41150000	824	41200000
851	42550000	852	42600000
895	44750000	896	44800000
922	46100000	923	46150000
