405	20250000	406	20300000
422	21100000	423	21150000
432	21600000	433	21650000
472	23600000	473	23650000
489	24450000	490	24500000
503	25150000	504	25200000
573	28650000	574	28700000
590	29500000	591	29550000
611	30550000	612	30600000
629	31450000	630	31500000
651	32550000	652	32600000
676	33800000	677	33850000
691	34550000	692	34600000
716	35800000	717	35850000
744	37200000	745	37250000
780	39000000	781	39050000
789	39450000	790	39500000
832	41600000	833	41650000
897	44850000	898	44900000
906	45300000	907	45350000
991	49550000	992	49600000
1003	50150000	1004	50200000
1018	50900000	1019	50950000
1040	52000000	1041	52050000
1066	53300000	1067	53350000
1087	54350000	1088	54400000
1129	56450000	1130	56500000
1148	57400000	1149	57450000
1162	58100000	1163	58150000
1181	59050000	1182	59100000
1190	59500000	1191	59550000
1212	60600000	1213	60650000
1225	61250000	1226	61300000
1236	61800000	1237	61850000
1244	62200000	1245	62250000
1266	63300000	1267	63350000
1301	65050000	1302	65100000
1327	66350000	1328	66400000
1347	67350000	1348	67400000
1356	67800000	1357	67850000
1376	68800000	1377	68850000
1395	69750000	1396	69800000
1421	71050000	1422	71100000
1435	71750000	1436	71800000
1449	72450000	1450	72500000
1459	72950000	1460	73000000
1481	74050000	1482	74100000
1513	75650000	1514	75700000
1520	76000000	1521	76050000
1535	76750000	1536	76800000
1556	77800000	1557	77850000
1578	78900000	1579	78950000
1630	81500000	1631	81550000
1779	88950000	1780	89000000
1798	89900000	1799	89950000
1816	90800000	1817	90850000
1830	91500000	1831	91550000
1840	92000000	1841	92050000
1856	92800000	1857	92850000
1864	93200000	1865	93250000
1901	95050000	1902	95100000
1909	95450000	1910	95500000
1930	96500000	1931	96550000
1987	99350000	1988	99400000
2033	101650000	2034	101700000
2047	102350000	2048	102400000
2060	103000000	2061	103050000
2080	104000000	2081	104050000
2092	104600000	2093	104650000
2132	106600000	2133	106650000
